building_id,log_date,temperature_celsius,occupancy_level,air_quality_index
26,2025-01-24,24.26,Medium,64
26,2025-01-25,18.97,High,51
26,2025-01-26,25.48,Low,93
26,2025-01-27,19.68,Medium,89
26,2025-01-28,17.86,Low,125
26,2025-01-29,22.37,Medium,50
26,2025-01-30,22.11,Medium,135
27,2025-01-01,28.07,High,77
27,2025-01-02,27.63,High,134
27,2025-01-03,16.04,Low,105
27,2025-01-04,16.58,High,61
27,2025-01-05,16.35,Low,90
27,2025-01-06,24.39,Medium,123
27,2025-01-07,21.39,High,92
27,2025-01-08,22.93,Low,68
27,2025-01-09,19.89,Low,142
27,2025-01-10,22.39,High,50
27,2025-01-11,17.68,High,55
27,2025-01-12,16.4,Medium,68
27,2025-01-13,26.82,High,142
27,2025-01-14,24.79,High,75
27,2025-01-15,22.15,Medium,113
27,2025-01-16,19.94,Medium,74
27,2025-01-17,19.23,High,96
27,2025-01-18,23.1,High,113
27,2025-01-19,26.79,Low,59
27,2025-01-20,20.38,Medium,79
27,2025-01-21,17.8,High,56
27,2025-01-22,26.32,Low,145
27,2025-01-23,19.71,High,94
27,2025-01-24,19.72,Low,52
27,2025-01-25,25.0,Low,109
27,2025-01-26,16.83,Medium,59
27,2025-01-27,18.64,Low,143
27,2025-01-28,22.91,Low,73
27,2025-01-29,29.24,Medium,107
27,2025-01-30,20.63,Low,132
28,2025-01-01,16.08,Medium,136
28,2025-01-02,29.15,High,56
28,2025-01-03,23.69,High,147
28,2025-01-04,16.73,Medium,143
28,2025-01-05,15.95,Low,68
28,2025-01-06,17.11,Low,54
28,2025-01-07,29.95,Medium,145
28,2025-01-08,28.76,Low,107
28,2025-01-09,20.1,Medium,143
28,2025-01-10,17.55,Medium,105
28,2025-01-11,25.28,Medium,98
28,2025-01-12,29.48,Medium,145
28,2025-01-13,27.02,Medium,143
28,2025-01-14,26.4,High,99
28,2025-01-15,20.01,High,125
28,2025-01-16,18.49,Medium,147
28,2025-01-17,22.25,Low,83
28,2025-01-18,20.79,High,71
28,2025-01-19,24.14,High,113
28,2025-01-20,28.69,Medium,113
28,2025-01-21,24.63,Medium,85
28,2025-01-22,27.79,Medium,95
28,2025-01-23,28.89,High,77
28,2025-01-24,24.84,High,141
28,2025-01-25,21.01,High,130
28,2025-01-26,28.11,Medium,112
28,2025-01-27,21.12,High,84
28,2025-01-28,27.49,High,128
28,2025-01-29,29.94,High,60
28,2025-01-30,19.42,Medium,90
29,2025-01-01,29.06,Low,105
29,2025-01-02,24.47,Low,135
29,2025-01-03,17.24,High,116
29,2025-01-04,25.8,Medium,80
29,2025-01-05,19.83,Low,115
29,2025-01-06,17.24,Low,56
29,2025-01-07,22.6,High,70
29,2025-01-08,18.05,Low,108
29,2025-01-09,20.88,Medium,124
29,2025-01-10,22.33,Low,59
29,2025-01-11,29.44,Low,126
29,2025-01-12,24.93,Low,91
29,2025-01-13,29.07,High,103
29,2025-01-14,27.13,Low,103
29,2025-01-15,20.33,Medium,89
29,2025-01-16,29.45,High,144
29,2025-01-17,27.19,High,77
29,2025-01-18,18.85,Medium,72
29,2025-01-19,25.55,High,95
29,2025-01-20,22.0,High,98
29,2025-01-21,29.93,Medium,55
29,2025-01-22,20.88,Medium,65
29,2025-01-23,17.95,Low,122
29,2025-01-24,23.14,Medium,146
29,2025-01-25,15.34,Medium,149
29,2025-01-26,21.84,Low,62
29,2025-01-27,27.4,High,71
29,2025-01-28,18.15,High,52
29,2025-01-29,27.2,High,89
29,2025-01-30,28.13,High,109
30,2025-01-01,26.44,Medium,100
30,2025-01-02,17.7,Medium,55
30,2025-01-03,26.66,Low,68
30,2025-01-04,29.43,Medium,145
30,2025-01-05,19.01,High,66
30,2025-01-06,18.19,High,55
30,2025-01-07,23.51,Low,78
30,2025-01-08,27.86,Low,97
30,2025-01-09,19.08,High,83
30,2025-01-10,19.6,Medium,130
30,2025-01-11,23.49,High,105
30,2025-01-12,18.89,Low,107
30,2025-01-13,23.14,High,108
30,2025-01-14,15.13,Low,139
30,2025-01-15,16.94,Medium,83
30,2025-01-16,26.32,High,50
30,2025-01-17,18.14,Low,125
30,2025-01-18,27.67,High,125
30,2025-01-19,15.71,Low,145
30,2025-01-20,17.0,Medium,147
30,2025-01-21,23.01,High,146
30,2025-01-22,23.21,Low,100
30,2025-01-23,19.94,Medium,146
30,2025-01-24,16.48,High,133
30,2025-01-25,17.97,Low,93
30,2025-01-26,23.31,High,138
30,2025-01-27,16.28,Medium,83
30,2025-01-28,17.34,Low,121
30,2025-01-29,22.54,Low,98
30,2025-01-30,21.39,Low,68
31,2025-01-01,18.74,High,56
31,2025-01-02,28.49,Low,123
31,2025-01-03,20.75,Medium,130
31,2025-01-04,18.1,Low,145
31,2025-01-05,18.4,High,109
31,2025-01-06,29.82,Medium,51
31,2025-01-07,22.43,Medium,68
31,2025-01-08,22.65,Low,115
31,2025-01-09,20.08,Low,62
31,2025-01-10,17.21,High,142
31,2025-01-11,18.8,High,100
31,2025-01-12,25.07,Medium,52
31,2025-01-13,25.14,Low,62
31,2025-01-14,20.32,High,147
31,2025-01-15,26.89,Low,86
31,2025-01-16,29.86,Low,146
31,2025-01-17,22.68,Medium,122
31,2025-01-18,15.95,Medium,103
31,2025-01-19,25.67,Medium,59
31,2025-01-20,23.91,Low,59
31,2025-01-21,27.52,Medium,129
31,2025-01-22,20.84,Medium,65
31,2025-01-23,21.94,High,107
31,2025-01-24,28.2,Low,71
31,2025-01-25,27.33,Low,122
31,2025-01-26,22.76,Low,123
31,2025-01-27,15.5,High,51
31,2025-01-28,26.05,High,139
31,2025-01-29,16.13,High,92
31,2025-01-30,29.28,Medium,148
32,2025-01-01,20.47,Medium,107
32,2025-01-02,17.33,Medium,128
32,2025-01-03,17.35,Medium,118
32,2025-01-04,25.99,Medium,104
32,2025-01-05,24.93,Medium,117
32,2025-01-06,17.19,Low,74
32,2025-01-07,22.9,Low,86
32,2025-01-08,26.84,Medium,99
32,2025-01-09,22.0,Medium,136
32,2025-01-10,25.17,High,140
32,2025-01-11,28.02,High,140
32,2025-01-12,24.84,Medium,117
32,2025-01-13,16.29,Low,121
32,2025-01-14,17.38,Medium,125
32,2025-01-15,21.83,Medium,85
32,2025-01-16,16.92,Medium,68
32,2025-01-17,20.34,High,63
32,2025-01-18,15.71,High,52
32,2025-01-19,16.56,High,58
32,2025-01-20,28.37,High,147
32,2025-01-21,24.56,High,51
32,2025-01-22,29.34,Medium,92
32,2025-01-23,20.08,Low,63
32,2025-01-24,25.32,Low,146
32,2025-01-25,20.15,High,62
32,2025-01-26,26.38,Low,150
32,2025-01-27,29.44,Low,124
32,2025-01-28,20.8,Medium,77
32,2025-01-29,15.18,Medium,57
32,2025-01-30,15.23,Low,136
33,2025-01-01,15.04,High,149
33,2025-01-02,29.57,Medium,72
33,2025-01-03,27.94,Medium,150
33,2025-01-04,28.37,Medium,70
33,2025-01-05,20.48,High,75
33,2025-01-06,17.0,Medium,81
33,2025-01-07,26.35,Low,50
33,2025-01-08,15.3,Low,140
33,2025-01-09,16.45,Medium,58
33,2025-01-10,17.23,High,123
33,2025-01-11,24.65,High,120
33,2025-01-12,29.06,Medium,132
33,2025-01-13,19.54,High,57
33,2025-01-14,18.79,Low,138
33,2025-01-15,25.36,Medium,54
33,2025-01-16,18.8,Low,133
33,2025-01-17,28.16,Medium,81
33,2025-01-18,29.84,Medium,57
33,2025-01-19,21.83,High,116
33,2025-01-20,22.24,Medium,109
33,2025-01-21,16.72,Medium,112
33,2025-01-22,25.79,Low,73
33,2025-01-23,20.19,High,138
33,2025-01-24,19.56,High,75
33,2025-01-25,29.59,Low,128
33,2025-01-26,25.87,Medium,123
33,2025-01-27,21.77,Low,141
33,2025-01-28,27.67,Low,100
33,2025-01-29,23.25,Medium,103
33,2025-01-30,15.93,Low,107
34,2025-01-01,16.24,High,79
34,2025-01-02,16.55,High,141
34,2025-01-03,15.58,Low,132
34,2025-01-04,29.17,Medium,59
34,2025-01-05,29.71,High,130
34,2025-01-06,24.8,High,79
34,2025-01-07,28.23,Low,53
34,2025-01-08,23.2,Low,89
34,2025-01-09,22.99,Medium,119
34,2025-01-10,25.97,Low,103
34,2025-01-11,20.28,High,141
34,2025-01-12,22.51,Medium,109
34,2025-01-13,23.82,Medium,141
34,2025-01-14,17.85,Medium,100
34,2025-01-15,22.1,Medium,66
34,2025-01-16,29.4,Low,94
34,2025-01-17,21.15,Low,76
34,2025-01-18,23.1,High,63
34,2025-01-19,15.02,Medium,143
34,2025-01-20,20.01,High,123
34,2025-01-21,27.79,High,59
34,2025-01-22,27.85,Low,113
34,2025-01-23,24.1,High,128
34,2025-01-24,18.8,Medium,61
34,2025-01-25,20.09,Low,76
34,2025-01-26,20.97,Low,105
34,2025-01-27,29.05,Medium,113
34,2025-01-28,29.58,Low,67
34,2025-01-29,28.09,Medium,101
34,2025-01-30,25.28,Low,50
35,2025-01-01,24.64,Low,91
35,2025-01-02,17.67,High,127
35,2025-01-03,26.73,Low,78
35,2025-01-04,28.92,Medium,56
35,2025-01-05,21.56,High,103
35,2025-01-06,15.85,Low,86
35,2025-01-07,21.22,Medium,126
35,2025-01-08,21.05,Low,99
35,2025-01-09,17.1,High,150
35,2025-01-10,21.55,Medium,83
35,2025-01-11,15.24,Low,143
35,2025-01-12,18.24,Medium,103
35,2025-01-13,26.75,Low,60
35,2025-01-14,27.39,Low,148
35,2025-01-15,16.27,Medium,62
35,2025-01-16,28.02,Low,78
35,2025-01-17,23.5,High,80
35,2025-01-18,24.51,High,139
35,2025-01-19,26.26,High,129
35,2025-01-20,26.81,Low,75
35,2025-01-21,21.04,High,57
35,2025-01-22,27.01,High,62
35,2025-01-23,15.61,Low,110
35,2025-01-24,27.13,Medium,54
35,2025-01-25,23.19,Low,96
35,2025-01-26,17.95,Low,141
35,2025-01-27,27.99,Low,145
35,2025-01-28,24.3,High,109
35,2025-01-29,17.21,Low,62
35,2025-01-30,28.87,Medium,72
36,2025-01-01,29.35,High,122
36,2025-01-02,28.31,High,148
36,2025-01-03,21.86,High,126
36,2025-01-04,16.73,Medium,89
36,2025-01-05,28.5,High,78
36,2025-01-06,29.06,Low,116
36,2025-01-07,17.36,High,116
36,2025-01-08,16.53,Medium,74
36,2025-01-09,26.38,Medium,61
36,2025-01-10,27.08,Medium,126
36,2025-01-11,28.08,Low,66
36,2025-01-12,23.5,Low,90
36,2025-01-13,29.49,High,78
36,2025-01-14,22.13,High,95
36,2025-01-15,21.16,Medium,91
36,2025-01-16,23.45,High,111
36,2025-01-17,16.72,High,84
36,2025-01-18,21.07,Low,77
36,2025-01-19,24.79,Medium,111
36,2025-01-20,22.11,Low,51
36,2025-01-21,15.07,High,59
36,2025-01-22,28.55,Low,78
36,2025-01-23,19.17,Medium,149
36,2025-01-24,27.85,Medium,64
36,2025-01-25,28.93,Low,55
36,2025-01-26,25.89,Medium,114
36,2025-01-27,24.13,Low,121
36,2025-01-28,15.63,Low,147
36,2025-01-29,22.18,Low,143
36,2025-01-30,27.64,Medium,140
37,2025-01-01,18.86,Low,97
37,2025-01-02,29.55,High,149
37,2025-01-03,24.24,Low,148
37,2025-01-04,20.37,Medium,54
37,2025-01-05,22.33,Low,121
37,2025-01-06,20.52,Low,109
37,2025-01-07,19.71,Low,116
37,2025-01-08,18.11,Medium,143
37,2025-01-09,23.3,Medium,131
37,2025-01-10,27.48,Low,126
37,2025-01-11,29.42,Low,97
37,2025-01-12,23.9,Medium,121
37,2025-01-13,18.88,High,144
37,2025-01-14,18.21,Medium,103
37,2025-01-15,18.87,High,66
37,2025-01-16,26.62,Medium,72
37,2025-01-17,28.08,Low,134
37,2025-01-18,28.26,Low,109
37,2025-01-19,17.17,High,75
37,2025-01-20,21.56,Medium,60
37,2025-01-21,17.13,High,66
37,2025-01-22,17.12,High,60
37,2025-01-23,22.39,Low,108
37,2025-01-24,24.11,Low,70
37,2025-01-25,23.92,High,55
37,2025-01-26,20.71,High,125
37,2025-01-27,25.7,High,69
37,2025-01-28,16.02,Medium,140
37,2025-01-29,23.82,Low,77
37,2025-01-30,21.58,Low,71
38,2025-01-01,16.45,Low,82
38,2025-01-02,28.19,Medium,70
38,2025-01-03,27.59,Low,62
38,2025-01-04,24.28,Medium,73
38,2025-01-05,20.13,High,122
38,2025-01-06,18.82,High,98
38,2025-01-07,18.69,Low,50
38,2025-01-08,20.46,Medium,67
38,2025-01-09,22.67,Low,58
38,2025-01-10,27.63,High,55
38,2025-01-11,25.45,High,111
38,2025-01-12,18.02,Medium,80
38,2025-01-13,15.68,Medium,91
38,2025-01-14,29.87,Low,110
38,2025-01-15,24.69,High,54
38,2025-01-16,18.73,High,105
38,2025-01-17,24.9,High,146
38,2025-01-18,15.45,High,131
38,2025-01-19,26.65,Medium,130
38,2025-01-20,16.35,Low,73
38,2025-01-21,19.92,Low,150
38,2025-01-22,25.92,Low,131
38,2025-01-23,24.58,Low,84
38,2025-01-24,19.9,Medium,124
38,2025-01-25,15.25,Medium,67
38,2025-01-26,20.33,Medium,104
38,2025-01-27,24.6,Medium,126
38,2025-01-28,26.61,Medium,95
38,2025-01-29,28.42,Low,65
38,2025-01-30,28.92,High,88
39,2025-01-01,28.35,Low,57
39,2025-01-02,21.36,Low,115
39,2025-01-03,17.51,High,132
39,2025-01-04,27.79,Medium,85
39,2025-01-05,23.69,High,123
39,2025-01-06,26.12,Medium,117
39,2025-01-07,20.44,Medium,112
39,2025-01-08,15.38,Low,77
39,2025-01-09,22.76,Low,140
39,2025-01-10,17.46,Low,58
39,2025-01-11,24.17,Medium,119
39,2025-01-12,26.59,High,82
39,2025-01-13,27.01,High,108
39,2025-01-14,28.23,High,117
39,2025-01-15,27.88,Low,89
39,2025-01-16,23.19,Low,77
39,2025-01-17,22.52,High,52
39,2025-01-18,18.93,Medium,144
39,2025-01-19,26.11,High,89
39,2025-01-20,29.19,Low,55
39,2025-01-21,20.94,High,104
39,2025-01-22,23.73,Low,125
39,2025-01-23,29.85,High,76
39,2025-01-24,26.01,Medium,106
39,2025-01-25,26.39,Medium,145
39,2025-01-26,17.9,Low,62
39,2025-01-27,28.63,High,81
39,2025-01-28,20.44,Low,118
39,2025-01-29,18.73,Medium,115
39,2025-01-30,18.93,Medium,116
40,2025-01-01,23.31,Low,125
40,2025-01-02,17.88,Medium,63
40,2025-01-03,23.86,High,80
40,2025-01-04,19.53,Low,56
40,2025-01-05,18.15,Medium,83
40,2025-01-06,26.55,Medium,68
40,2025-01-07,22.61,High,71
40,2025-01-08,26.92,High,140
40,2025-01-09,16.69,Low,108
40,2025-01-10,15.8,High,87
40,2025-01-11,24.66,High,112
40,2025-01-12,23.42,Low,63
40,2025-01-13,23.5,High,95
40,2025-01-14,26.63,Medium,97
40,2025-01-15,24.09,High,95
40,2025-01-16,16.97,Low,125
40,2025-01-17,20.11,High,79
40,2025-01-18,17.56,Medium,55
40,2025-01-19,26.05,High,129
40,2025-01-20,21.17,Medium,85
40,2025-01-21,18.73,High,116
40,2025-01-22,21.99,High,94
40,2025-01-23,27.75,Low,147
40,2025-01-24,21.22,Low,99
40,2025-01-25,17.45,High,81
40,2025-01-26,29.77,Low,150
40,2025-01-27,29.25,Low,115
40,2025-01-28,18.2,High,89
40,2025-01-29,24.55,Low,95
40,2025-01-30,19.89,High,98
